adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 18, 'name': 'Drama'}]",,52863,tt0026261,en,Dangerous,"Dan Bellows finds former stage star Joyce Heath a penniless drunk and takes her to his Connecticut home for rehabilitation. Unaware that she is married to Gordon, he asks his fiancée Gail to free him and offers to sponsor Joyce in a play. When Gordon refuses to give Joyce a divorce, she runs the car into a tree crippling him for life. Joyce urges Dan return to Gail, opens her play, and begs Gordon for forgiveness.",2.365103,/2UskcpJ7iOCoXCMTWez7kourZDE.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1935-12-25,0.0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An alcoholic actress considered a dangerous jinx is rehabilitated but shows she's as dangerous as ever.,Dangerous,False,6.8,9.0
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",,30114,tt0111653,en,Wagons East!,"After the 1860s Wild West, a group of misfit settlers - including ex-doctor Phil Taylor, prostitute Belle, and homosexual bookseller Julian - decide they cannot live in their current situation in the west. They hire a grizzled alcoholic wagon master by the name of James Harlow to take them on a journey back to their hometowns in the East.",4.102354,/ep2ArXsCy8Z567fQi2AyCjt6bWK.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Wagons East N.V.', 'id': 5019}, {'name': 'Carolco Pictures', 'id': 14723}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-26,0.0,107.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,They came. They saw. They changed their minds.,Wagons East!,False,4.8,28.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",,32610,tt0031066,en,Babes in Arms,"Mickey Moran, son of two vaudeville veterans, decide to put up his own vaudeville show with his girlfriend Patsy Barton. But child actress Rosalie wants to make a comeback and replace Patsy both professionally and as Mickey's girl.",4.779775,/4S3YqMFOHwUgt5ylsYSJBGgigdD.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1939-10-13,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The big musical fun show!,Babes in Arms,False,6.5,14.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,42048,tt0088931,en,The Coca-Cola Kid,"An eccentric marketing guru visits a Coca-Cola subsidiary in Australia to try and increase market penetration. He finds zero penetration in a valley owned by an old man who makes his own soft drinks, and visits the valley to see why. After ""the Kid's"" persistence is tested he's given a tour of the man's plant, and they begin talking of a joint venture. Things get more complicated when the Coca-Cola man begins falling in love with his temporary secretary, who seems to have connections to the valley.",0.872855,/vA8Th6uBnlh1AltdFzjZ9FLoyl7.jpg,"[{'name': 'Australian Film Commission', 'id': 417}, {'name': 'Cinema Enterprises', 'id': 38059}, {'name': 'Grand Bay Films International Pty.', 'id': 64860}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",1985-07-14,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A movie felt never so refreshing!,The Coca-Cola Kid,False,5.8,16.0
False,,0,"[{'id': 27, 'name': 'Horror'}]",http://filmax.com/peliculas/sweet-home.42,328252,tt3477752,es,Sweet Home,A couple decides to spend a romantic evening in a floor of a semi-abandoned building that slip because she works as a consultant for the council house and got the keys. During the evening they discover that a hooded murderer is the only tenant left in the building...and they have become the new target.,2.421888,/dipZTAMkVQqlBIljLOXGDoADrGB.jpg,"[{'name': 'Castelao Pictures', 'id': 62170}, {'name': 'Film Produkcja', 'id': 62171}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2015-05-08,0.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Sweet Home,False,4.7,34.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,10636,tt0291213,de,Große Mädchen weinen nicht,"Kati and Steffi have been best friends since they were six. Now they're both 17 and enjoying the ups and downs of becoming adults together. While Kati's parents are religious and conservative, but argue constantly, Steffi comes from what appears to be a harmonious and liberal family. But the girls discover how quickly their attractive world can fall apart when, at a hip nightclub, they happen to see Steffi's father in the arms of another woman. Steffi is shocked, her trust in her small perfect world shaken to the core. She can only think of one thing: revenge.",0.940276,/yBJVgz1SKpdlWmYlwbKdsTE8oq3.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2002-10-24,0.0,87.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Big Girls Don't Cry,False,6.4,10.0
False,,0,[],,253116,tt0139745,en,Wrestling with Alligators,"All that Maddy Hawkins has ever wanted was a family she could call her own. Even in 1959, the simplest things are difficult to find...Maddy, a street-wise teenage runaway, believes she has created this family with the women who live with her in an East Coast woman-only rooming house: Lulu, an eccentric silent-screen star; Claire, a beautiful, widowed French war bride; and Mary, a young artist.But as Maddy watches her newfound family fall apart, she begins to realize that some things in life are worth fighting for, and that the bonds of true friendship are the strongest bonds of all.",0.627698,,[],[],1998-01-18,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Wrestling with Alligators,False,0.0,0.0
False,,0,"[{'id': 27, 'name': 'Horror'}]",,35250,tt0387357,en,The Locals,"Two best friends, Grant and Paul, hit the country road for a night of fun, but unfortunately take a short cut to their fate... where they meet the Locals.",0.888951,/2Y64VIt5tABjoDMLekgijqXrZnF.jpg,[],"[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",2003-10-17,0.0,88.0,[],Released,They're Dying To Meet You,The Locals,False,5.7,16.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,133698,tt1986843,fr,Un Plan parfait,"Successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the alter with a random stranger before marrying her boyfriend.",7.881755,/jJczz72MMNYR6a8A6JiDybwFbca.jpg,"[{'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Quad Productions', 'id': 7038}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2012-10-29,0.0,104.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,Fly Me to the Moon,False,5.6,196.0
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,256907,tt3449320,hi,Darr @ the Mall,Darr @ The Mall is a spine chilling tale of one night and an encounter with the past.,1.283475,/rbwr6BYtQ9UpwmeJMLtrDYqQJ6.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2014-02-21,0.0,124.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Darr @ the Mall,False,5.5,4.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,187744,tt0186531,it,I sette Fratelli Cervi,The story of the Cervi family. Rural farmers brought up to be idealogically opposed to fascism during the era of Mussolini's rule of Italy and World War 2.,0.056468,/7Af5PpDK1VweemIPmvd9SngoKWD.jpg,"[{'name': 'Centro Film', 'id': 86526}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1968-02-16,0.0,105.0,[],Released,,The Seven Cervi Brothers,False,0.0,0.0
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",http://www.thestuckmovie.com/#menu,340816,tt3703148,en,Christmas Eve,"Hilarity, romance, and transcendence prevail after a power outage traps six different groups of New Yorkers inside elevators on Christmas Eve.",2.36446,/cjclP7PpxTS1RCO1P6sETPxf820.jpg,"[{'name': 'Unstuck', 'id': 69292}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-12-04,0.0,95.0,"[{'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,They'll be home for Christmas...if only in their dreams.,Christmas Eve,False,6.1,24.0
False,,0,"[{'id': 9648, 'name': 'Mystery'}]",,37615,tt0041263,en,Cover Up,"In a small Midwestern town a man is found dead. Dennis O'Keefe plays an insurance investigator looking into the apparent suicide. All clues leads him into suspecting murder. Unfortunately, no one wants to assist him with the case, including Sheriff Larry Best (Bendix). Finally, attractive local girl Anita (Britton) breaks the silence and helps investigator Donovan solve the case.",0.199569,/8T890IORE2kMxoeV4T7SW2eXtEn.jpg,"[{'name': 'Strand Productions', 'id': 21254}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1949-02-25,0.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"It takes more than a kiss to ""COVER UP"" a killing!",Cover Up,False,6.1,4.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",,79190,tt1734203,en,Jabberwock,Alec a courageous but impetuous knight returns to his home village having been summoned by his older brother Francis to care for their ailing father. The brothers' reunion is short-lived as a traveller terrified and half-crazed arrives to warn of an imminent attack by a winged creature with the body of a dragon the head of a gruesome insect and deadly claws. As the beast descends upon the peaceful town brash Alec draws his sword and the villagers arm themselves. Now the brothers must stand together to save their home and the people they love.,1.488831,/gHLocN4gOjSDLGiRg1dFtql150a.jpg,"[{'name': 'Bron Studios', 'id': 13240}, {'name': 'American World Pictures (AWP)', 'id': 39698}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-09-09,0.0,140.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Jabberwock Dragon Siege,False,3.0,5.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,18650,tt0043567,sv,Fröken Julie,"Based on the play by August Strindberg, Miss Julie vividly depicts the battle of the sexes and classes that ensues when Julie, a wealthy businessman's daughter, falls for Jean, her father's bitter servant.",1.068448,/yqDEvOp5K0jKGvXKHMZxqNPchrb.jpg,"[{'name': 'Sandrews', 'id': 1728}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1951-06-28,0.0,90.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Miss Julie,False,6.0,12.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,18929,tt0053796,en,The Entertainer,"Archie Rice, an old-time British vaudeville performer sinking into final defeat, schemes to stay in show business.",2.678395,/sKiv2WzxrGrYA7Vc8eqzZvixNZg.jpg,"[{'name': 'Woodfall Film Productions', 'id': 1980}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1960-07-25,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,As the applause grew fainter ... As the spotlight grew dimmer ... His women were younger!,The Entertainer,False,5.5,12.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,36054,tt0018756,en,Champagne,"Betty, rebellious daughter of a millionaire, decides to marry the pennyless Jean, against her father's will. She runs away to France and she starts living a life of luxury on the profits from her father's business. The rich man decides to put a stop to her behavior pretending his business crashed. Betty now has to find money by herself and she gets a job in a night club.",0.560815,/uQ4J0umdET3WHPHd6VsDpIoddnx.jpg,"[{'name': 'British International Pictures (BIP)', 'id': 51816}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1928-08-19,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Champagne,False,5.6,13.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",,9314,tt0087803,en,Nineteen Eighty-Four,George Orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.,11.513066,/asqIqgy3lywRhrVv6WCdcofNWH1.jpg,"[{'name': 'Umbrella-Rosenblum Film Production', 'id': 9998}, {'name': 'Atlantic Releasing Corporation', 'id': 18947}, {'name': 'Virgin Benelux', 'id': 86083}, {'name': 'Virgin Schallplatten', 'id': 86084}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1984-10-10,0.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,George Orwell's Terrifying Vision Comes To The Screen.,Nineteen Eighty-Four,False,6.8,311.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,98094,tt0082902,en,Pinball Summer,"It's a summer of fun for two teenaged boys who spend their time chasing two sisters, annoying a biker gang, and basically getting into typical sophomoric hijinks whenever they can.",0.018017,/5v32sM20MIDXBlcNI9W90x9m55i.jpg,"[{'name': 'Brookdale Productions', 'id': 24338}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1980-06-27,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,School's out and everything's in!,Pinball Summer,False,3.8,2.0
False,,0,[],,355636,tt4635162,en,Sandook,Sandook is a Marathi movie starring Sumeet Raghvan and Bharagavi Chirmuley in lead roles. it is a satirical comic thriller set in pre independence era in a small town. The main protagonist Wamanrao Ashtaputre is a simple honest man who always dreams of getting rid of the British Raj. The film is filled with hilarious moments and one liners. Sandook is a complete family entertainer with a feel good factor throughout the story,0.021204,/fdDpCDfCZwe7LHL0mBdFO0qP48R.jpg,[],[],2015-05-21,0.0,160.0,[],Released,,Sandook,False,0.0,0.0
False,,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",http://www.the-losers.com/,34813,tt0480255,en,The Losers,"A tale of double cross and revenge, centered upon the members of an elite U.S. Special Forces unit sent into the Bolivian jungle on a search and destroy mission. The team-Clay, Jensen, Roque, Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max. Presumed dead, the group makes plans to even the score when they're joined by the mysterious Aisha, a beautiful operative with her own agenda. Working together, they must remain deep undercover while tracking the heavily-guarded Max, a ruthless man bent on embroiling the world in a new high-tech global war.",12.798367,/e67D7pMpWoo1ckY2QQaKYxhvVuy.jpg,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-04-23,23580000.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Anyone Else Would Be Dead By Now.,The Losers,False,6.2,522.0
False,,0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",,246882,tt0126449,ro,Atunci i-am condamnat pe toți la moarte,"A young boy is adopted by a priest and his wife during the Nazi occupation of Romania during the Second World War. He  befriends the village idiot, who's despised by everyone else. When a German is killed in the last days of the war, the village is threatened with total destruction unless the murderer is handed over. The villagers decide to hand over the idiot.",0.036044,/s6mj1gDfxe8idtmDWW2ykSDmAOF.jpg,"[{'name': 'Filmstudio Bucuresti', 'id': 10618}]","[{'iso_3166_1': 'RO', 'name': 'Romania'}]",1972-01-24,0.0,103.0,"[{'iso_639_1': 'ro', 'name': 'Română'}]",Released,,Then I Sentenced Them All to Death,False,6.8,4.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,328692,tt4075520,nl,Ventoux,A group of friends reunite after 30 years to climb the Mont Ventoux again. Memories to a happy youth but also new discoveries from the past. One person is not present at the reunion. Why is that? What happened?,0.27894,/5wFxuHkcWPzNKRZ1HgSO2mCjp3I.jpg,"[{'name': 'keyfilm', 'id': 34200}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",2015-05-14,0.0,0.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,Ventoux,False,5.8,4.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",,148176,tt0050534,en,A Chairy Tale,An ordinary looking chair refuses to be sat upon.,0.699012,/6290pDxPOe8XLIj7XDB3gCm66kj.jpg,[],[],1957-12-31,0.0,12.0,[],Released,,A Chairy Tale,False,6.5,6.0
False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,51927,tt0334416,en,Stevie,"In 1995 Director Steve James (Hoop Dreams) returned to rural Southern Illinois to reconnect with Stevie Fielding, a troubled young boy he had been an 'Advocate Big Brother' to ten years earlier.",0.489997,/fb64A9ryHFoVWv3j988ssRrk91u.jpg,[],[],2002-09-09,97000.0,140.0,[],,,Stevie,False,6.7,13.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,81541,tt0068483,it,Diario segreto da un carcere femminile,A woman goes behind bars in order to save her father's life.,0.41473,/z4aFnjl8cIBhshYHvBsPI75dLRJ.jpg,"[{'name': 'Angry Film', 'id': 12750}, {'name': 'Aquarius Films', 'id': 13786}, {'name': 'Overseas Film Company', 'id': 51301}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-07-05,0.0,100.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,What makes a nice girl die in a place like this?,Women in Cell Block 7,False,5.5,2.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",,92968,tt1733689,en,Time Freak,A neurotic inventor creates a time machine and gets lost traveling around yesterday.,0.358068,/nBq32G5KAFWD4QmU8glmdJKysf2.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-02-10,0.0,10.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Time Freak,False,6.3,6.0
False,,0,[],,151141,tt0072173,en,Malibu Hot Summer,"John Logan is a poor little rich boy. He learns to love from three nubile L.A. newcomers that will do anything to be introduced into the sizzling nightlife of the City of Angels. Portraying the Malibu beach life by day, and the L.A. club life by night, Sizzle Beach U.S.A. is a stunning insiders critique on the sex and drug lifestyle of the West Coast swinger scene in the early 80s.",0.222023,/nVVt5OCu5ozreBkiLKmUqxAXTkk.jpg,[],[],1981-01-01,0.0,90.0,[],Released,,Malibu Hot Summer,False,2.7,3.0
False,"{'id': 141615, 'name': 'Niko - Coleccion', 'poster_path': '/z4pHMEQlUBqwuYEjlkozzsZ8EyC.jpg', 'backdrop_path': '/vBxogSO7WrbRfLJg9V1YkXRrxCR.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",,141614,tt1856053,en,Niko 2: Lentäjäveljekset,"Set right before Christmas, Niko the reindeer must deal with his mom getting re-married and his being tasked with looking after his little stepbrother.",3.232942,/sWf16fYahpLA44cKKwsAWeGK2nB.jpg,"[{'name': 'Anima Vitae', 'id': 11851}, {'name': 'Ulysses', 'id': 38773}, {'name': 'Cinemaker Oy', 'id': 38775}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",2012-10-12,17000000.0,79.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,Small things come in big packages,"Niko 2 - Little Brother, Big Trouble",False,5.7,14.0
False,,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,24936,tt0250323,en,The Deep End,"With her husband Jack perpetually away at work, Margaret Hall raises her children virtually alone. Her teenage son is testing the waters of the adult world, and early one morning she wakes to find the dead body of his gay lover on the beach of their rural lakeside home. What would you do? What is rational and what do you do to protect your child? How far do you go and when do you stop?",2.541051,/4Qw1NbxvYjqYQ6HZbCctcWVH7DL.jpg,"[{'name': 'i5 Films', 'id': 26927}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-21,0.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Deep End,False,6.0,35.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,122325,tt0023394,en,The Rich Are Always with Us,"The ten year marriage of of Caroline Van Dyke and Greg Grannard is falling apart. A young woman, Allison, plots to become his second wife. Caroline's friend, novelist Julian, has long loved her and now sees his chance, but she refuses him and goes to Paris to file for divorce. Julian follows but on hearing that Greg has fallen on financial hardship Caroline returns to help him. Greg tells Caroline that his now-wife Allison is pregnant and Caroline realizes that she loves Julian and to travel to China with him and be married. Allison and Greg have a bitter row in the car, which then smashes into a tree killing Allison and injuring Greg. Caroline tells Julian she will stay with Greg until he is well, but marries Julian in the hospital with a promise to join him as soon as she can.",0.154659,/h3UV4xI26uUOt9byPqz2o1vwQRm.jpg,"[{'name': 'First National Pictures', 'id': 3245}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Vitaphone Corporation', 'id': 9329}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-05-21,0.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Sumptuous portrayal of sensuous society in the perfumed fragrance of Park Avenue and Paris boudoirs.,The Rich Are Always with Us,False,6.8,2.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,28450,tt0099701,en,The Rift,"An experimental submarine, the ""Siren II"", with a very experienced crew is sent to find out what happened to the ""Siren I"" after it mysteriously dissapeared in a submarine rift. Things go awry when they begin to find things that shouldn't be there...",1.207963,/vgc6jEIgXjatGvajTSzRl3F4vMS.jpg,"[{'name': 'Dister Group', 'id': 4809}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-03-09,0.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,'You Can't Hold your Breath & Scream at the Same Time',The Rift,False,4.4,11.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,102431,tt0172238,en,A Child's Christmas in Wales,"It's Christmas Eve in Wales. A young boy named Thomas is excited about the holiday, but he's also disappointed because it's raining instead of snowing. His grandfather gives him an old snow globe as an early Christmas present and starts telling colorful, amusing stories about his childhood Christmases that are shown in flashback. Thomas keeps asking his grandfather more questions because he likes the stories and because he doesn't want to go to bed. His parents finally insist that he go to bed, and his grandfather tells him one last story about going to bed on Christmas night while listening to his family singing carols downstairs. After Thomas falls asleep at last, his grandfather opens the bedroom window and sees falling snowflakes.",0.002841,/uhkzWHiWT03yncPwRbRV9S38nXI.jpg,"[{'name': 'Cyprus Films', 'id': 70737}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-12-23,0.0,55.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Child's Christmas in Wales,False,8.8,2.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",http://www.iamahero-movie.com/,276624,tt3775202,ja,アイアムアヒーロー,"Hideo Suzuki is a 35-year-old mangaka assistant, whose life seem to be stuck around his exhausting but low-paying job, unfulfilled dreams, strange hallucinations and unsatisfying relationships. He sees himself as a supporting character in his own life, has low self-esteem, resulting in frustration. One day, the world as Hideo knows it is shattered by the presence of a disease that turns people into homicidal maniacs, whose first instinct is to attack and devour the nearest human.",5.440884,/4RnmHtCLtbBHD9jagVlcSzJTWX6.jpg,"[{'name': 'Toho', 'id': 5897}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2015-03-23,0.0,126.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Welcome to ZQN World,I Am a Hero,False,6.7,58.0
False,,30000000,"[{'id': 35, 'name': 'Comedy'}]",http://www.babymamamovie.net/,8780,tt0871426,en,Baby Mama,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",10.901355,/8YFiUegDjZPuNF1qdENDkcWfXPx.jpg,"[{'name': 'Relativity Media', 'id': 7295}, {'name': 'Michaels-Goldwyn', 'id': 58553}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-04-23,63833449.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Would you put your eggs...in this basket?,Baby Mama,False,5.8,205.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,40945,tt0314039,en,The Event,"An intense relationship drama that takes the form of a mystery, The Event centers around a series of unexplained deaths that occur among the gay community in New York's fashionable Chelsea district. Nick, a district attorney investigating the most recent case, a suspicious apparent suicide, and her interviews with friends and family of the deceased trigger extensive and intricately interwoven flashbacks that reveal surprising facts about the man's life and death.",0.213473,/sP1ztcFCo6vidMcAK8KaN6j8ELC.jpg,[],[],2003-01-01,0.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Event,False,6.7,3.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,43651,tt1176730,en,Google Me,Jim Killeen googled his own name and made a documentary about the men with whom he shares it.,0.14608,/jtwjV8Z5T0CHtfNpgEyGY9nIwgk.jpg,[],[],2008-04-25,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It all started when i Googled my name.,Google Me,False,4.0,4.0
False,,0,[],,169022,tt1753995,ko,친구사이?,"Min-soo is on leave from the military and visits his boyfriend Seok-yi. While having fun out on the town, they run into Min-soo mother's mother! When the Min-soo's mother asks about their relationship, Min-soo replies ""... just friends."" Making things more complicated, Min-soo's mother ends up sleeping between them that night!",0.239151,/AuG9XtGsLLGB4StRMqYO5IvOVUf.jpg,[],[],2009-12-17,0.0,29.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Just Friends?,False,6.5,4.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,87759,tt0058346,ru,Метель,"Short story ""Metel"" from volume ""Povesti Belkina"".",0.117771,/tOAAewS6mzsp2RonuIMx30e4jsz.jpg,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1965-02-10,0.0,76.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Blizzard,False,5.0,1.0
False,,0,[],,130064,tt0013134,en,Flesh and Blood,A convict hiding in Chinatown assumes the identity of a cripple to track down a businessman who framed him 15 years previously. He discovers that his daughter has fallen in love with the businessman's son.,0.024602,/kwYVMhvEzqedTxlKbWqlCmINmfT.jpg,[],[],1922-08-22,0.0,74.0,[],Released,,Flesh and Blood,False,0.0,0.0
